,Message,Views,Date,Time
366,✅已確認消息 林鄭月娥指，昨天見到兩個截然不同的場面，一個和平集會，另一個是痛心、震驚的暴力場面。她稱，示威者以不明液體攻擊警察，情況到下午更急轉直下，極其暴力，到立法會大肆破壞、目無法紀，令她感到憤慨及痛心，予以強烈譴責，她相信市民也會有同感。她稱警方表現克制，對任何違法行為，會追究到底。對於記者的提問，林鄭僅稱，會如演詞所說，加強溝通，特別是與年輕人的溝通，她認為，在發生多個小時的暴力後，到現場作溝通非好的做法，但之後樂意同議員溝通。有記者問及是否暴力衝擊還是和平理性的遊行，林鄭都不會對訴求給予回應，她表示早前已作出對修例的回應，又強調在不同議題上都應該要以和平理性的方法表達，要尊重法治，譴責暴力行為。林鄭又認為，不能說政府沒有作出回應，因為逃犯條例已暫緩，條例在下年7月會自然失效，是很正面的回應。而釋放任何被捕人士，並不符合法治。被問到是否有人應下台，她指自己在6月18日已真誠道歉，而李家超及鄭若驊亦已道歉，她希望未來可改善問題，是他們今天對香港的承諾。Source: now news live,9.4K,2019-06-29,18:48
367,✅已確認消息 李家超指，今天衝擊立法會的示威者會觸犯一系列法例，包括公安條例、刑事條例、立法會（權力及特權）條例，如「強闖」、「藏有攻擊性武器」等罪行。他形容，有示威者有暴力傾向，會使用有毒性的粉末、液體，傷害他人身體，着市民參與公眾活動時要小心別有用心、有暴力傾向人士。Source: now news live,10.6K,2019-06-29,21:50
368,✅已確認消息 盧偉聰指，今天示威者衝擊的情況令人法指，是漠視法紀。他稱，在事件中有多名警員受傷，包括因有人使用不明液體，令警員皮膚紅腫、呼吸困難，13人需送院治療；而有人使用氣體襲擊，證實了是第四類危險品苯二胺亦令2名警員不適送院。他稱示威者打碎多塊玻璃、拆鐵架，「一班暴徒衝入立法會」，警方已作出多次警告，後作出驅散，主要使用催淚煙。警方以最嚴厲譴責示威者，必定作出跟進。被問及警方在立法會的部署是否故意吸引示威者衝擊，盧偉聰否認，指部署有四大主要原因：1. 七一遊行後有接近30000示威者在立法會附近，地理環境加上室內武力選擇有限，令他們無法短時間內驅散示威者2. 有示威者破壞電箱，立法會內有燈熄滅，擔心會發生人踩人等危險情況3. 有示威者灑有毒塵粉4. 撤退前已發出紅色警示，確定立法會內沒有其他人，之後才撤退，重整策略取回立法會Source: Now live,12.1K,2019-06-29,22:23
369,✅已核實消息教育局宣佈，由於灣仔及中西區一帶交通狀況特殊，建議學校彈性處理個別學生遲到或缺席。Source: 政府新聞公報,31.4K,2019-06-30,11:40
370,⭕️特別呼籲選舉事務處會對有合理理由懷疑的選民登記，發出查訊信件。於2018年，有4.6萬名選民因沒有回應選舉事務處的查訊信件或確認住址而被取消登記。大家可到 https://www2.voterinfo.gov.hk/bd_reovi/OVIES/jsp/mob/ 查詢自己於選民登記冊上的現有登記資料。2019選民登記截止日期為7月2日，符合資格又未有登記的市民請即到https://www.reo-form.gov.hk/eto/ch/index.jsp 登記。Source: 明報今日就是截止日，請把握時間，確認自己的選民身分，及提醒身邊親友，一盡公民責任。,10.6K,2019-06-30,15:09
371,❌以下內容為假新聞網傳警方正在柴灣興民邨進行搜捕，有短片顯示幾名警員在邨內走廊走動。--------區諾軒議員到場了解後，證實興民邨民富樓的案件屬非法禁錮事件，與衝擊立法會無關。Source: 區諾軒Facebook,10.6K,2019-06-30,23:57
372,✅已核實消息警方網絡安全及科技罪案調查科拘捕七人，部分涉及警務人員被「起底」Source: Now news,10.6K,2019-06-30,06:52
373,✅已核實消息警方就立法會一帶發生的暴力事件拘捕13名男子，年齡14至36歲Source: Cable news,10.6K,2019-06-30,07:17
374,✅已核實消息警方將七一早上立會一帶暴力事件被捕人數修訂為12人，包括11男1女，介乎14至36歲。涉嫌網上公開警員資料及刑事損壞等罪被捕者增至9人，捕的7男2女，年齡介乎16歲至40歲。至於6月30日在添馬公園舉行撐警集會期間，發生的多宗案件，警方共拘捕5男1女，介乎20至72歲。Source: RTHK news,12.8K,2019-06-30,07:57
375,✅已核實消息特首辦稱林鄭月娥將安排時間見曾示威年輕人等不同人士特首辦表示，行政長官林鄭月娥將會安排更多時間，親自會見不同黨派、不同階層、不同背景的人士，近日開始邀請不同背景的年輕人見面，當中包括大學生、一些曾參與近期示威活動的年輕人等，聆聽他們的心聲。特首辦回覆查詢時說，會面目的是要深入聆聽、坦誠交流，因此行政長官希望會面以小範圍、閉門形式進行，會面安排亦不會公布。對於科大學生會表明不接受閉門會面，並表示對話的基礎是必須回應反修例示威者的5大訴求，特首辦表示，留意到科大學生會的回應，但希望對方可以再作考慮。Source: RTHK news,11.2K,2019-07-01,08:00
376,⭕️5/7-7/7 活動整合———————————-5/7《香港媽媽反送中集氣大會》時間：晚上七點 地點：遮打花園*大會建議參與人士身穿黑衣————————————-6/71.《送別 教大同路人 》(鄔小姐及盧同學悼念會)時間：下午三點 地點：教大中央廣場2.《鄔小姐追悼會》（同場設有情緒輔導及有牧者領禱告）時間：晚上九點至十一點 地點：愛丁堡廣場*發起活動的網民建議穿黑衣出席3. 《光復屯門公園》時間：下午2:30集合 3:00出發路線：新和里遊樂場➡️屯門公園 (南門)*活動已獲發不反對通知書————————————-7/7《九龍區大遊行》時間：下午三點主辦方會開始等候參加者，四點起步路線：梳士巴利花園➡️西九高鐵站*發起活動的網民已申請不反對通知書，尚未獲批，遊行路線可能有變動————————————活動以主辦單位最新公佈為準。,12.8K,2019-07-01,08:13
377,✅已核實消息 (7.7九龍遊行更新）7.7九龍遊行已獲發不反對通知書時間：下午3:30集合，4:00起步路線：由梳士巴利花園出發，經梳士巴利道及九龍公園徑前往西九龍高鐵站外解散主辦方沒有後續計劃，各位可自由活動，希望參與者在上述路線遊行期間，保持和平包容態度，向旅客展現港人質素。是次遊行沒有指定服飾。為顯示對612至71期間所有前線抗爭者的支持，群眾可選擇穿上黑衣。Source: 7/7九龍區和平遊行channel @Kowloon77update,12.4K,2019-07-01,11:05
378,✅已核實消息「612 人道支援基金」今天正式宣布成立，並取代原來於 6 月 16 日臨時成立的「反送中受傷被捕者人道支援基金」。基金信託人為陳日君樞機、吳靄儀、許寶強、何秀蘭、何韻詩。取名「612」是認為該天有標誌性的重大意義，但基金的支援對象不限於 6 月 12 日當天的參與者，而是包括所有反送中運動中受傷、被捕或相關人士。Source: 立場新聞,12.4K,2019-07-01,12:23
379,✅已核實消息遊行申請人公布有23萬人參與九龍區遊行Source: Now news,13.4K,2019-07-01,12:47
380,"✅已核實消息九巴途經尖沙咀、佐敦、油麻地及旺角的巴士服務將受影響。以下深宵路線將會暫停服務：270S, 271S, 293S, N41X, N283, N287九巴其餘通宵路線會因應實際情況作出改道安排，部分班次或會於中途站停止服務。乘客請依照在場外勤人員指示。Source: KMB Facebook https://www.facebook.com/439397589451683/posts/2394106417314114?s=569948338&sfns=mo",13.1K,2019-07-01,12:47
381,✅已核實消息以下為各地鐵站尾班車開出時間：旺角站往荃灣 0105往中環 0048往調景嶺 0046往觀塘 0106往黃埔 0048油麻地站往荃灣 0103往中環 0050往調景嶺 0044往觀塘 0104往黃埔 0050旺角東站往上水 0028往紅磡 0107奧運站往東涌 0055往香港 0105請在尾班車開出前至少5分鐘入閘。Source: MTR,13.7K,2019-07-01,13:50
382,⭕️10/7-14/7活動整合———————————————10/7麥小姐追思會（有禱告環節及連儂牆）時間：7pm-10:30pm地點：中環愛丁堡廣場*不建議攜帶花朵致意，以減輕清潔工作———————————————11/7梁凌杰先生公眾告別禮時間：2pm-10pm地點：香港殯儀館外渣華道遊樂場*靈堂內不設公眾弔唁及採訪———————————————12/7光復港大 守衛我城（集會促請張翔面對群眾）時間：8:00pm地點：香港大學中山廣場*學生會將在10/7下午2時向校長張翔遞交公開信及聯署聲明，並於11/7在校園各處掛起黑幡。12/7中午12時為校長張翔回應死線，晚上舉辦集會。學生會在13/7上午10時在中山廣場發起黑衣靜坐，如再無合理回應或於現場升級行動。———————————————13/7光復上水時間：3:30pm集合地點：上水花園第一號*北區水貨客關注組正向警方申請不反對通知書及確認遊行路線，有進一步消息會再向市民公布————————————————14/71. 沙田區反送中遊行時間：3:30pm遊行路線：翠田街足球場➡️沙田政府合署*警方尚未發出不反對通知書，但雙方對遊行路線有良好共識，有進一步消息會再向市民公布2. 714遊行後續 -《地厚天高》放映會時間：20:00地點：沙田大會堂 百步梯*免費入場，座位先到先得，敬請提早到場,13.4K,2019-07-01,14:44
383,⭕️12/7-21/7活動整合———————————————12/7 Fri1. 社民連：6.12一周月行動 林鄭壽終正寢吧時間：11:00am地點：特首辦2. 光復港大 守衛我城（集會促請張翔面對群眾）時間：8:00pm地點：香港大學中山廣場*12/7中午12時為校長張翔回應死線，晚上舉辦集會。學生會在13/7上午10時在中山廣場發起黑衣靜坐，如再無合理回應或於現場升級行動。3. 全民貼爆memo油塘警察宿舍時間：8:00pm地點：油塘站A出口集合———————————————13/7 Sat光復上水時間：3:00pm集合，3:30pm出發集合地點：北區運動場籃球場（新集合點）終點：上水花園第一號*北區水貨客關注組料今日收到不反對通知書————————————————14/7 Sun1. 沙田區反送中遊行時間：3:30pm遊行路線：翠田街足球場➡️沙田政府合署*警方尚未發出不反對通知書，但雙方對遊行路線有良好共識，有進一步消息會再向市民公布2. 714遊行後續 -《地厚天高》放映會時間：8:00pm地點：沙田大會堂 百步梯*免費入場，座位先到先得，敬請提早到場————————————————17/7 Wed銀髮族靜默遊行時間：5pm遊行路線：遮打花園➡️政府總部*參加者以白衫黑褲為記，正申請不反對通知書————————————————21/7 Sun1. 網民發起港島東大遊行時間：3:30pm暫定路線：渣華道遊樂場➡️維多利亞公園*有待申請不反對通知書2. 民陣要求設獨立調查委員會集會時間：7:30-9:00pm地點：金鐘*有待申請不反對通知書,13.4K,2019-07-01,18:00
384,⭕️14/7-21/7活動整合———————————————14/7 Sun1. 沙田區反送中遊行時間：3:30pm遊行路線：翠田街足球場➡️沙田政府合署*警方尚未發出不反對通知書，但雙方對遊行路線有良好共識，有進一步消息會再向市民公布2. 714遊行後續 -《地厚天高》放映會時間：8:00pm地點：沙田大會堂 百步梯*免費入場，座位先到先得，敬請提早到場————————————————15/7 Mon絕食者苦行上禮賓府時間：6:30pm起步點：金鐘地鐵站A出口（海富）*由於參加者包括長者、殘疾人士、絕世超過12日人士，需要大量義工及推輪椅者幫忙。有意支援者可透過以下連結登記：https://forms.gle/AByV3fw7ez11f7B3A————————————————17/7 Wed銀髮族靜默遊行時間：5pm遊行路線：遮打花園➡️政府總部*參加者以白衫黑褲為記，正申請不反對通知書————————————————21/7 Sun1. 網民發起港島東大遊行時間：3:30pm暫定路線：渣華道遊樂場➡️維多利亞公園*有待申請不反對通知書2. 民陣要求設獨立調查委員會集會時間：7:30-9:00pm地點：金鐘*有待申請不反對通知書,14.4K,2019-07-01,20:52
